batch_size,num_steps,num_epochs,leak_mem,conv_neuron_flops,conv_flops,conv_bn_flops,pool_flops,fc_neuron_flops,fc_flops,fc_bn_flops,total_flops
64,10,50,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,10,0.975,0.006319039999999948,0.06784127670240805,0.022116640000000583,0.00015102711040526628,6.34880000000072e-05,0.01934765838086605,0.005444095999999491,0.12128322571516037
8,1,10,0.98,0.006319039999999948,0.0644333289876721,0.022116640000000583,0.00014879567606840283,6.34880000000072e-05,0.019062044098973274,0.005444095999999491,0.11758742481470108
8,1,10,0.985,0.006319039999999948,0.061957493837921,0.022116640000000583,0.00016360847803298384,6.34880000000072e-05,0.020957855507731438,0.005444095999999491,0.11702221632003784
8,1,10,0.99,0.006319039999999948,0.07435987331835336,0.022116640000000583,0.00016455075819976628,6.34880000000072e-05,0.021079033613204956,0.005444095999999491,0.12954673171043396
8,1,10,0.995,0.006319039999999948,0.06636009598910265,0.022116640000000583,0.00016849885287228972,6.34880000000072e-05,0.021583301946520805,0.005444095999999491,0.12205516546964645
8,1,25,0.975,0.015797599999997542,0.12868407821725839,0.0552915999999831,0.00038958791992627084,0.00015872000000001827,0.04991747811436653,0.013610239999998037,0.26384931802749634
8,1,25,0.98,0.015797599999997542,0.1262670320720674,0.0552915999999831,0.00035664057941175997,0.00015872000000001827,0.04568978026509285,0.013610239999998037,0.257171630859375
8,1,25,0.985,0.015797599999997542,0.12875661490657186,0.0552915999999831,0.00037597911432385445,0.00015872000000001827,0.04816969856619835,0.013610239999998037,0.2621604800224304
8,1,25,0.99,0.015797599999997542,0.12889547114643438,0.0552915999999831,0.00035364614450372756,0.00015872000000001827,0.04531710967421532,0.013610239999998037,0.2594243884086609
8,1,25,0.995,0.015797599999997542,0.11875280614541596,0.0552915999999831,0.0003418226551730186,0.00015872000000001827,0.04379817843437195,0.013610239999998037,0.24775096774101257
8,1,5,0.975,0.003159520000000353,0.0399656560364251,0.011058319999999447,9.234210301656276e-05,3.1743999999999485e-05,0.01182861253619194,0.0027220479999999748,0.06885824352502823
8,1,5,0.98,0.003159520000000353,0.04047436937974194,0.011058319999999447,0.0001061241709976457,3.1743999999999485e-05,0.013592279516160488,0.0027220479999999748,0.07114440202713013
8,1,5,0.985,0.003159520000000353,0.035956099024119045,0.011058319999999447,8.644279296277091e-05,3.1743999999999485e-05,0.011073741130530834,0.0027220479999999748,0.06408791244029999
8,1,5,0.99,0.003159520000000353,0.041217543253375934,0.011058319999999447,0.00010756271512946114,3.1743999999999485e-05,0.013776473701000214,0.0027220479999999748,0.07207321375608444
8,1,5,0.995,0.003159520000000353,0.04098191630884135,0.011058319999999447,9.689643775345758e-05,3.1743999999999485e-05,0.012411502189934254,0.0027220479999999748,0.0704619437456131
8,1,50,0.975,0.03159519999999206,0.19613495266046593,0.11058320000005237,0.0006084376364015043,0.00031744000000019824,0.07795346528291702,0.027220479999995616,0.4444131851196289
8,1,50,0.98,0.03159519999999206,0.1970974688036896,0.11058320000005237,0.00059318303829059,0.00031744000000019824,0.07600194215774536,0.027220479999995616,0.44340893626213074
8,1,50,0.985,0.03159519999999206,0.21610746276749246,0.11058320000005237,0.0005747739924117923,0.00031744000000019824,0.07364261150360107,0.027220479999995616,0.46004119515419006
8,1,50,0.99,0.03159519999999206,0.21393723733538011,0.11058320000005237,0.0005926686571910977,0.00031744000000019824,0.07593885064125061,0.027220479999995616,0.46018511056900024
8,1,50,0.995,0.03159519999999206,0.20604506197693506,0.11058320000005237,0.0006130115943960845,0.00031744000000019824,0.07853508740663528,0.027220479999995616,0.45490947365760803
8,10,10,0.975,0.06319039999985547,1.42513926917011,0.22116640000022594,0.004081614315509796,0.0006348800000005581,0.5225569009780884,0.05444096000010531,2.291210412979126
8,10,10,0.98,0.06319039999985547,1.3962262657483029,0.22116640000022594,0.004057955462485552,0.0006348800000005581,0.5195191502571106,0.05444096000010531,2.2592360973358154
8,10,10,0.985,0.06319039999985547,1.4642625808685445,0.22116640000022594,0.004115029703825712,0.0006348800000005581,0.5268265604972839,0.05444096000010531,2.334636926651001
8,10,10,0.99,0.06319039999985547,1.4798610019211305,0.22116640000022594,0.004358977545052767,0.0006348800000005581,0.5580518841743469,0.05444096000010531,2.381704568862915
8,10,10,0.995,0.06319039999985547,1.6535216219042412,0.22116640000022594,0.004045393317937851,0.0006348800000005581,0.5179218649864197,0.05444096000010531,2.5149214267730713
8,10,25,0.975,0.15797600000079598,2.4917966086341727,0.5529159999978005,0.006371295545250177,0.001587200000001638,0.8156276941299438,0.13610239999976706,4.162376880645752
8,10,25,0.98,0.15797600000079598,2.1726375291538416,0.5529159999978005,0.006733455695211887,0.001587200000001638,0.8619856238365173,0.13610239999976706,3.8899381160736084
8,10,25,0.985,0.15797600000079598,2.2372319620068484,0.5529159999978005,0.006955032702535391,0.001587200000001638,0.8903506398200989,0.13610239999976706,3.983119249343872
8,10,25,0.99,0.15797600000079598,2.137107493210873,0.5529159999978005,0.0067688338458538055,0.001587200000001638,0.8665215969085693,0.13610239999976706,3.8589797019958496
8,10,25,0.995,0.15797600000079598,2.388538219395888,0.5529159999978005,0.006812127307057381,0.001587200000001638,0.8720548748970032,0.13610239999976706,4.1159868240356445
8,10,5,0.975,0.03159519999999206,0.9175613078927436,0.11058320000005237,0.002228599274531007,0.00031744000000019824,0.2853725254535675,0.027220479999995616,1.3748787641525269
8,10,5,0.98,0.03159519999999206,0.8908311090382808,0.11058320000005237,0.002381333149969578,0.00031744000000019824,0.3049159646034241,0.027220479999995616,1.367844820022583
8,10,5,0.985,0.03159519999999206,0.9358525347782934,0.11058320000005237,0.0024617756716907024,0.00031744000000019824,0.31520962715148926,0.027220479999995616,1.423240303993225
8,10,5,0.99,0.03159519999999206,0.9379168804907247,0.11058320000005237,0.002537940163165331,0.00031744000000019824,0.3249545991420746,0.027220479999995616,1.4351258277893066
8,10,5,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10,50,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,25,10,0.975,0.15797600000079598,4.530806206821976,0.5529159999978005,0.011357958428561687,0.001587200000001638,1.4540164470672607,0.13610239999976706,6.844762325286865
8,25,10,0.98,0.15797600000079598,5.0186001038686,0.5529159999978005,0.012711741030216217,0.001587200000001638,1.6272742748260498,0.13610239999976706,7.507167339324951
8,25,10,0.985,0.15797600000079598,4.98201335504998,0.5529159999978005,0.011838167905807495,0.001587200000001638,1.5154699087142944,0.13610239999976706,7.357903003692627
8,25,10,0.99,0.15797600000079598,5.645679473803778,0.5529159999978005,0.012033985927700996,0.001587200000001638,1.5405170917510986,0.13610239999976706,8.046813011169434
8,25,10,0.995,0.15797600000079598,5.429939797236703,0.5529159999978005,0.01163544226437807,0.001587200000001638,1.4895222187042236,0.13610239999976706,7.779678821563721
8,25,25,0.975,0.39494000000577734,9.120620257147875,1.3822900000059084,0.019620299339294434,0.003967999999954273,2.5115692615509033,0.34025600000228856,13.773262977600098
8,25,25,0.98,0.39494000000577734,9.553829152297094,1.3822900000059084,0.02122233808040619,0.003967999999954273,2.7166292667388916,0.34025600000228856,14.413134574890137
8,25,25,0.985,0.39494000000577734,9.003684798157325,1.3822900000059084,0.01924869604408741,0.003967999999954273,2.464031934738159,0.34025600000228856,13.608420372009277
8,25,25,0.99,0.39494000000577734,8.242467263845931,1.3822900000059084,0.021175984293222427,0.003967999999954273,2.7107021808624268,0.34025600000228856,13.095799446105957
8,25,25,0.995,0.39494000000577734,9.129306132666482,1.3822900000059084,0.022130897268652916,0.003967999999954273,2.8329360485076904,0.34025600000228856,14.105827331542969
8,25,5,0.975,0.07898799999991868,2.6555672338105145,0.2764580000000554,0.006926708854734898,0.0007936000000007381,0.8867958784103394,0.06805120000011528,3.9735805988311768
8,25,5,0.98,0.07898799999991868,2.7209741498129354,0.2764580000000554,0.00668172724545002,0.0007936000000007381,0.855432391166687,0.06805120000011528,4.007379055023193
8,25,5,0.985,0.07898799999991868,2.920336756809499,0.2764580000000554,0.007100366987287998,0.0007936000000007381,0.9090117812156677,0.06805120000011528,4.260739803314209
8,25,5,0.99,0.07898799999991868,3.023440308762881,0.2764580000000554,0.00663779117166996,0.0007936000000007381,0.8498138785362244,0.06805120000011528,4.304183006286621
8,25,5,0.995,0.07898799999991868,2.708196065973143,0.2764580000000554,0.0065677231177687645,0.0007936000000007381,0.8408403396606445,0.06805120000011528,3.9798948764801025
8,5,10,0.975,0.03159519999999206,0.49174480451823255,0.11058320000005237,0.0016210993053391576,0.00031744000000019824,0.20754888653755188,0.027220479999995616,0.870631217956543
8,5,10,0.98,0.03159519999999206,0.5225137432173358,0.11058320000005237,0.001664088573306799,0.00031744000000019824,0.21305358409881592,0.027220479999995616,0.9069477915763855
8,5,10,0.985,0.03159519999999206,0.5380233858096929,0.11058320000005237,0.0016033276915550232,0.00031744000000019824,0.2052769809961319,0.027220479999995616,0.9146199822425842
8,5,10,0.99,0.03159519999999206,0.4986756662194698,0.11058320000005237,0.0015772331971675158,0.00031744000000019824,0.20194214582443237,0.027220479999995616,0.8719114065170288
8,5,10,0.995,0.03159519999999206,0.4993504094521154,0.11058320000005237,0.0016227896558120847,0.00031744000000019824,0.20776842534542084,0.027220479999995616,0.8784579634666443
8,5,25,0.975,0.07898799999991868,0.6644972853517407,0.2764580000000554,0.002544265938922763,0.0007936000000007381,0.32571372389793396,0.06805120000011528,1.417046070098877
8,5,25,0.98,0.07898799999991868,0.6868940127376336,0.2764580000000554,0.0024469539057463408,0.0007936000000007381,0.3132639229297638,0.06805120000011528,1.4268957376480103
8,5,25,0.985,0.07898799999991868,0.6778595062733364,0.2764580000000554,0.002526553813368082,0.0007936000000007381,0.32345372438430786,0.06805120000011528,1.4281305074691772
8,5,25,0.99,0.07898799999991868,0.7150591385801491,0.2764580000000554,0.0023892319295555353,0.0007936000000007381,0.3058752119541168,0.06805120000011528,1.447614312171936
8,5,25,0.995,0.07898799999991868,0.6653508138391081,0.2764580000000554,0.002507026307284832,0.0007936000000007381,0.3209536075592041,0.06805120000011528,1.413102149963379
8,5,5,0.975,0.015797599999997542,0.32016744761161164,0.0552915999999831,0.0010199351236224174,0.00015872000000001827,0.13060109317302704,0.013610239999998037,0.5366466641426086
8,5,5,0.98,0.015797599999997542,0.31713359921252415,0.0552915999999831,0.0009971152758225799,0.00015872000000001827,0.1276819258928299,0.013610239999998037,0.5306708216667175
8,5,5,0.985,0.015797599999997542,0.32355624919107057,0.0552915999999831,0.0010431953705847263,0.00015872000000001827,0.1335776150226593,0.013610239999998037,0.5430352687835693
8,5,5,0.99,0.015797599999997542,0.3431682745656342,0.0552915999999831,0.0010213456116616726,0.00015872000000001827,0.13078424334526062,0.013610239999998037,0.5598320364952087
8,5,5,0.995,0.015797599999997542,0.34677536503283407,0.0552915999999831,0.0010870173573493958,0.00015872000000001827,0.13918058574199677,0.013610239999998037,0.5719011425971985
8,5,50,0.975,0.15797600000079598,0.9929945995124366,0.5529159999978005,0.003337343456223607,0.001587200000001638,0.42723315954208374,0.13610239999976706,2.272146701812744
8,5,50,0.98,0.15797600000079598,0.9793672700876074,0.5529159999978005,0.003643290838226676,0.001587200000001638,0.4663864076137543,0.13610239999976706,2.297978401184082
8,5,50,0.985,0.15797600000079598,1.0949361544806258,0.5529159999978005,0.003171998541802168,0.001587200000001638,0.4060698449611664,0.13610239999976706,2.352759599685669
8,5,50,0.99,0.15797600000079598,0.9758681627184449,0.5529159999978005,0.00356114748865366,0.001587200000001638,0.45587223768234253,0.13610239999976706,2.2838830947875977
8,5,50,0.995,0.15797600000079598,1.0523175853385138,0.5529159999978005,0.0035056453198194504,0.001587200000001638,0.44876906275749207,0.13610239999976706,2.3531737327575684
8,50,10,0.975,0.3159520000041169,10.196610148103138,1.105831999997408,0.024837855249643326,0.0031743999999711107,3.1795244216918945,0.27220479999994796,15.098134994506836
8,50,10,0.98,0.3159520000041169,10.546809563688571,1.105831999997408,0.025848006829619408,0.0031743999999711107,3.308807611465454,0.27220479999994796,15.578628540039062
8,50,10,0.985,0.3159520000041169,12.45481679986134,1.105831999997408,0.025229444727301598,0.0031743999999711107,3.229639768600464,0.27220479999994796,17.406850814819336
8,50,10,0.99,0.3159520000041169,10.520057900227814,1.105831999997408,0.02643945813179016,0.0031743999999711107,3.3844828605651855,0.27220479999994796,15.628144264221191
8,50,10,0.995,0.3159520000041169,11.466244888822692,1.105831999997408,0.02667423151433468,0.0031743999999711107,3.4145350456237793,0.27220479999994796,16.604618072509766
8,50,25,0.975,0.7898799999943441,21.357664328872495,2.76457999998892,0.04266101494431496,0.007936000000063803,5.460896015167236,0.6805119999997269,31.104129791259766
8,50,25,0.98,0.7898799999943441,24.239833599814503,2.76457999998892,0.04493626207113266,0.007936000000063803,5.752112865447998,0.6805119999997269,34.27979278564453
8,50,25,0.985,0.7898799999943441,23.0206845342675,2.76457999998892,0.0466284416615963,0.007936000000063803,5.968713283538818,0.6805119999997269,33.278934478759766
8,50,25,0.99,0.7898799999943441,20.22786119187832,2.76457999998892,0.04617980495095253,0.007936000000063803,5.911266326904297,0.6805119999997269,30.4282169342041
8,50,25,0.995,0.7898799999943441,23.24563363532711,2.76457999998892,0.04634289816021919,0.007936000000063803,5.932157039642334,0.6805119999997269,33.467041015625
8,50,5,0.975,0.15797600000079598,5.834787722568229,0.5529159999978005,0.013187488541007042,0.001587200000001638,1.6882495880126953,0.13610239999976706,8.384806632995605
8,50,5,0.98,0.15797600000079598,5.9818361320943945,0.5529159999978005,0.012798489071428776,0.001587200000001638,1.638453722000122,0.13610239999976706,8.481670379638672
8,50,5,0.985,0.15797600000079598,6.618452204852588,0.5529159999978005,0.013953445479273796,0.001587200000001638,1.786301612854004,0.13610239999976706,9.267289161682129
8,50,5,0.99,0.15797600000079598,7.708116646723535,0.5529159999978005,0.014114925637841225,0.001587200000001638,1.8069790601730347,0.13610239999976706,10.377792358398438
8,50,5,0.995,0.15797600000079598,6.706775861726405,0.5529159999978005,0.014720184728503227,0.001587200000001638,1.8844083547592163,0.13610239999976706,9.454485893249512
